State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Person Type,Injury Severity,Crash Date.day-of-week
West Virginia,Snow,1/8/2011,1,Urban-Principal Arterial-Interstate,45,Driver of a Motor Vehicle In-Transport,No Injury (O),6
West Virginia,Snow,1/8/2011,1,Urban-Principal Arterial-Interstate,53,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Arkansas,Clear,1/8/2011,1,Rural-Minor Arterial,66,Driver of a Motor Vehicle In-Transport,No Injury (O),6
Colorado,Clear,1/8/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,30,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
Colorado,Clear,1/8/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,32,Driver of a Motor Vehicle In-Transport,Possible Injury (C),6
Colorado,Clear,1/8/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,34,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),6
Colorado,Clear,1/8/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,53,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),6
Maryland,Clear,1/8/2011,1,Urban-Other Principal Arterial,50,Pedestrian,Fatal Injury (K),6
Oklahoma,Clear,1/8/2011,1,Urban-Principal Arterial-Interstate,43,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
California,Clear,1/8/2011,1,Urban-Local Road or Street,62,Pedestrian,Fatal Injury (K),6
California,Clear,1/8/2011,1,Urban-Local Road or Street,,Driver of a Motor Vehicle In-Transport,Unknown,6
Ohio,Cloudy,1/8/2011,1,Urban-Collector,26,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Connecticut,Clear,1/8/2011,1,Urban-Minor Arterial,18,Pedestrian,Fatal Injury (K),6
Connecticut,Clear,1/8/2011,1,Urban-Minor Arterial,84,Driver of a Motor Vehicle In-Transport,No Injury (O),6
Mississippi,Clear,1/8/2011,1,Rural-Principal Arterial-Interstate,52,Driver of a Motor Vehicle In-Transport,No Injury (O),6
Mississippi,Clear,1/8/2011,1,Rural-Principal Arterial-Interstate,52,Pedestrian,Fatal Injury (K),6
Virginia,Clear,1/8/2011,1,Urban-Collector,73,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Alabama,Clear,1/8/2011,1,Urban-Minor Arterial,23,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Oklahoma,"Sleet, Hail (Freezing Rain or Drizzle)",1/8/2011,1,Rural-Major Collector,49,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Alabama,Clear,1/8/2011,1,Rural-Principal Arterial-Other,22,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),6
Alabama,Clear,1/8/2011,1,Rural-Principal Arterial-Other,63,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),6
Kentucky,Clear,1/8/2011,1,Rural-Principal Arterial-Other,17,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Pennsylvania,Clear,1/8/2011,1,Rural-Local Road or Street,26,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Tennessee,Snow,1/8/2011,1,Rural-Minor Collector,46,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
Tennessee,Snow,1/8/2011,1,Rural-Minor Collector,49,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Tennessee,Snow,1/8/2011,1,Rural-Minor Collector,51,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
Georgia,Clear,1/8/2011,1,Rural-Major Collector,46,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Georgia,Clear,1/8/2011,2,Rural-Minor Arterial,39,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),6
Tennessee,Clear,1/8/2011,1,Rural-Local Road or Street,50,Pedestrian,Fatal Injury (K),6
Maryland,Clear,1/8/2011,1,Urban-Other Principal Arterial,29,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
Oklahoma,Clear,1/8/2011,1,Rural-Local Road or Street,46,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Tennessee,Clear,1/8/2011,1,Rural-Local Road or Street,45,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Illinois,Clear,1/8/2011,1,Rural-Minor Collector,18,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),6
Illinois,Clear,1/8/2011,1,Rural-Minor Collector,21,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
West Virginia,Snow,1/8/2011,1,Urban-Principal Arterial-Interstate,51,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),6
Arkansas,Clear,1/8/2011,1,Rural-Minor Arterial,56,Driver of a Motor Vehicle In-Transport,No Injury (O),6
Arkansas,Clear,1/8/2011,1,Rural-Minor Arterial,58,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),6
Kentucky,Cloudy,1/8/2011,1,Rural-Major Collector,48,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Arkansas,Clear,1/8/2011,1,Urban-Other Principal Arterial,29,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),6
Arkansas,Clear,1/8/2011,1,Urban-Other Principal Arterial,32,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Colorado,Clear,1/8/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,2,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
Colorado,Clear,1/8/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,34,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
Colorado,Clear,1/8/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,50,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),6
Louisiana,Clear,1/8/2011,1,Rural-Local Road or Street,52,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Maryland,Clear,1/8/2011,1,Urban-Other Principal Arterial,46,Driver of a Motor Vehicle In-Transport,No Injury (O),6
Ohio,Clear,1/8/2011,1,Rural-Local Road or Street,47,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Nevada,Clear,1/8/2011,1,Urban-Other Principal Arterial,49,Driver of a Motor Vehicle In-Transport,No Injury (O),6
Nevada,Clear,1/8/2011,1,Urban-Other Principal Arterial,80,Pedestrian,Fatal Injury (K),6
Wisconsin,Clear,1/8/2011,1,Rural-Minor Arterial,53,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Texas,Cloudy,1/8/2011,1,Urban-Principal Arterial-Interstate,17,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
California,Clear,1/8/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,34,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Massachusetts,Snow,1/8/2011,1,Urban-Other Principal Arterial,31,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Michigan,Cloudy,1/8/2011,1,Urban-Minor Arterial,51,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Michigan,Cloudy,1/8/2011,1,Urban-Minor Arterial,53,Driver of a Motor Vehicle In-Transport,Possible Injury (C),6
Pennsylvania,Clear,1/8/2011,1,Rural-Minor Arterial,66,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Texas,Clear,1/8/2011,1,Rural-Principal Arterial-Interstate,29,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Texas,Clear,1/8/2011,1,Rural-Principal Arterial-Interstate,31,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
New York,Cloudy,1/8/2011,1,Rural-Minor Arterial,50,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),6
New York,Cloudy,1/8/2011,1,Rural-Minor Arterial,87,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),6
Texas,Clear,1/8/2011,1,Rural-Minor Arterial,22,Driver of a Motor Vehicle In-Transport,No Injury (O),6
California,Clear,1/8/2011,1,Urban-Collector,8,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),6
California,Clear,1/8/2011,1,Urban-Collector,9,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),6
California,Clear,1/8/2011,1,Urban-Collector,21,Driver of a Motor Vehicle In-Transport,No Injury (O),6
California,Clear,1/8/2011,1,Urban-Collector,25,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
California,Clear,1/8/2011,1,Urban-Other Principal Arterial,76,Pedestrian,Fatal Injury (K),6
Ohio,Snow,1/8/2011,1,Rural-Major Collector,64,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Mississippi,Clear,1/8/2011,1,Rural-Major Collector,29,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Mississippi,Clear,1/8/2011,1,Rural-Major Collector,29,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
Mississippi,Clear,1/8/2011,1,Rural-Major Collector,29,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
Mississippi,Clear,1/8/2011,1,Rural-Major Collector,30,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),6
Kentucky,Cloudy,1/8/2011,1,Rural-Local Road or Street,42,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),6
Delaware,Blowing Snow,1/9/2011,1,Rural-Principal Arterial-Other,12,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Delaware,Blowing Snow,1/9/2011,1,Rural-Principal Arterial-Other,25,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Delaware,Blowing Snow,1/9/2011,1,Rural-Principal Arterial-Other,40,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Delaware,Blowing Snow,1/9/2011,1,Rural-Principal Arterial-Other,71,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Minnesota,Clear,1/9/2011,1,Rural-Principal Arterial-Other,19,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Minnesota,Clear,1/9/2011,1,Rural-Principal Arterial-Other,77,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Minnesota,Clear,1/9/2011,1,Rural-Principal Arterial-Other,85,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Delaware,Blowing Snow,1/9/2011,1,Rural-Principal Arterial-Other,7,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Delaware,Blowing Snow,1/9/2011,1,Rural-Principal Arterial-Other,68,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Colorado,Snow,1/9/2011,1,Rural-Principal Arterial-Other,31,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Iowa,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,2,Rural-Principal Arterial-Interstate,53,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
New York,Cloudy,1/9/2011,2,Urban-Minor Arterial,20,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
New York,Cloudy,1/9/2011,2,Urban-Minor Arterial,25,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
New York,Cloudy,1/9/2011,2,Urban-Minor Arterial,27,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Colorado,Snow,1/9/2011,1,Rural-Major Collector,18,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Iowa,Clear,1/9/2011,1,Rural-Local Road or Street,24,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Iowa,Clear,1/9/2011,1,Rural-Local Road or Street,33,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Ohio,Clear,1/9/2011,1,Rural-Minor Arterial,6,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Ohio,Clear,1/9/2011,1,Rural-Minor Arterial,7,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Ohio,Clear,1/9/2011,1,Rural-Minor Arterial,81,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Ohio,Clear,1/9/2011,1,Rural-Minor Arterial,81,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Oregon,Cloudy,1/9/2011,1,Rural-Principal Arterial-Other,24,Driver of a Motor Vehicle In-Transport,Possible Injury (C),7
Oregon,Cloudy,1/9/2011,1,Rural-Principal Arterial-Other,24,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Oregon,Cloudy,1/9/2011,1,Rural-Principal Arterial-Other,26,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Oregon,Cloudy,1/9/2011,1,Rural-Principal Arterial-Other,44,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),7
Arizona,Clear,1/9/2011,1,Rural-Minor Arterial,18,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Iowa,Clear,1/9/2011,1,Rural-Principal Arterial-Other,53,Driver of a Motor Vehicle In-Transport,No Injury (O),7
Iowa,Clear,1/9/2011,1,Rural-Principal Arterial-Other,,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
West Virginia,Cloudy,1/9/2011,1,Rural-Local Road or Street,58,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Iowa,Clear,1/9/2011,1,Rural-Major Collector,49,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Arkansas,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,1,Rural-Minor Arterial,7,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Arkansas,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,1,Rural-Minor Arterial,24,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Arkansas,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,1,Rural-Minor Arterial,31,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Arkansas,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,1,Rural-Minor Arterial,33,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Arkansas,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,1,Rural-Minor Arterial,34,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Louisiana,Rain,1/9/2011,1,Urban-Other Principal Arterial,26,Driver of a Motor Vehicle In-Transport,No Injury (O),7
Louisiana,Rain,1/9/2011,1,Urban-Other Principal Arterial,82,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),7
Arkansas,Snow,1/9/2011,1,Rural-Principal Arterial-Other,56,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Louisiana,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,1,Rural-Principal Arterial-Interstate,30,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Louisiana,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,1,Rural-Principal Arterial-Interstate,31,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Ohio,Clear,1/9/2011,1,Rural-Local Road or Street,53,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Ohio,Clear,1/9/2011,1,Rural-Local Road or Street,75,Driver of a Motor Vehicle In-Transport,No Injury (O),7
Arkansas,Snow,1/9/2011,1,Rural-Principal Arterial-Other,5,Passenger of a Motor Vehicle In-Transport,Possible Injury (C),7
Arkansas,Snow,1/9/2011,1,Rural-Principal Arterial-Other,15,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
Arkansas,Snow,1/9/2011,1,Rural-Principal Arterial-Other,20,Driver of a Motor Vehicle In-Transport,No Injury (O),7
Arkansas,Snow,1/9/2011,1,Rural-Principal Arterial-Other,31,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Arkansas,Snow,1/9/2011,1,Rural-Principal Arterial-Other,58,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Arkansas,Snow,1/9/2011,1,Rural-Principal Arterial-Other,60,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
New Jersey,Blowing Snow,1/9/2011,1,Urban-Minor Arterial,61,Pedestrian,Fatal Injury (K),7
Michigan,Snow,1/9/2011,1,Rural-Principal Arterial-Other,18,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Minnesota,Clear,1/9/2011,1,Rural-Principal Arterial-Other,40,Driver of a Motor Vehicle In-Transport,No Injury (O),7
Iowa,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,2,Rural-Principal Arterial-Interstate,30,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Iowa,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,2,Rural-Principal Arterial-Interstate,38,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Iowa,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,2,Rural-Principal Arterial-Interstate,54,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
New York,Cloudy,1/9/2011,2,Urban-Minor Arterial,18,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Colorado,Snow,1/9/2011,1,Rural-Major Collector,18,Driver of a Motor Vehicle In-Transport,Possible Injury (C),7
Mississippi,Snow,1/9/2011,1,Rural-Major Collector,2,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Mississippi,Snow,1/9/2011,1,Rural-Major Collector,21,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Florida,Clear,1/9/2011,1,Rural-Local Road or Street,24,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Alabama,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,1,Rural-Minor Collector,18,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Indiana,Clear,1/9/2011,4,Rural-Principal Arterial-Interstate,14,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
North Carolina,Clear,1/9/2011,1,Rural-Local Road or Street,58,Driver of a Motor Vehicle In-Transport,No Injury (O),7
Georgia,Clear,1/9/2011,1,Rural-Major Collector,19,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Michigan,Clear,1/9/2011,1,Urban-Principal Arterial-Interstate,26,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Michigan,Clear,1/9/2011,1,Urban-Principal Arterial-Interstate,36,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Tennessee,Cloudy,1/9/2011,1,Urban-Other Principal Arterial,21,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
Tennessee,Cloudy,1/9/2011,1,Urban-Other Principal Arterial,76,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Indiana,Clear,1/9/2011,1,Rural-Major Collector,21,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Indiana,Clear,1/9/2011,1,Rural-Major Collector,29,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Tennessee,Clear,1/9/2011,1,Rural-Minor Collector,36,Passenger of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Tennessee,Clear,1/9/2011,1,Rural-Minor Collector,42,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Mississippi,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,1,Rural-Major Collector,47,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Mississippi,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,1,Rural-Major Collector,72,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Ohio,Clear,1/9/2011,1,Rural-Minor Arterial,39,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Ohio,Clear,1/9/2011,1,Rural-Minor Arterial,51,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Ohio,Clear,1/9/2011,1,Rural-Minor Arterial,52,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Arizona,Clear,1/9/2011,1,Rural-Minor Arterial,22,Driver of a Motor Vehicle In-Transport,Incapacitating Injury (A),7
Arizona,Clear,1/9/2011,1,Rural-Minor Arterial,69,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),7
Iowa,Clear,1/9/2011,1,Rural-Principal Arterial-Other,58,Pedestrian,Fatal Injury (K),7
Iowa,Clear,1/9/2011,1,Rural-Principal Arterial-Other,,Passenger of a Motor Vehicle In-Transport,No Injury (O),7
Kansas,Snow,1/9/2011,1,Rural-Principal Arterial-Interstate,16,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Kansas,Snow,1/9/2011,1,Rural-Principal Arterial-Interstate,52,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Kansas,Snow,1/9/2011,1,Rural-Principal Arterial-Interstate,53,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Arkansas,"Sleet, Hail (Freezing Rain or Drizzle)",1/9/2011,1,Rural-Minor Arterial,1,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Louisiana,Rain,1/9/2011,1,Urban-Other Principal Arterial,82,Driver of a Motor Vehicle In-Transport,Possible Injury (C),7
Louisiana,Rain,1/9/2011,1,Urban-Other Principal Arterial,82,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),7
Arkansas,Snow,1/9/2011,1,Rural-Principal Arterial-Other,31,Driver of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
Arkansas,Snow,1/9/2011,1,Rural-Principal Arterial-Other,36,Passenger of a Motor Vehicle In-Transport,Non-incapacitating Evident Injury (B),7
